i,smiles,A_G_eV
741,Cc1cnon1,-39.18241737
742,Cc1nnon1,-34.23163466
743,Cn1cccn1,-47.72447541
744,Cn1ccnn1,-42.54220555
745,Cn1cncn1,-43.22986415
746,Cn1cnnc1,-42.92047084
747,Cn1cnnn1,-37.51822425
748,Cn1nccn1,-42.7473793
749,Cn1ncnn1,-37.63621276
750,Cn1nnnn1,-32.07156869
751,N=C1NC=NO1,-35.16873991
752,N=C1NN=NN1,-32.50164443
753,N=C1OC=NO1,-32.42558865
754,N=C1ON=NO1,-26.37187458
755,c1cn[nH]c1N,-42.95707014
756,c1cnoc1N,-39.9081991
757,c1c([nH]nn1)N,-37.75022841
758,c1c(onn1)N,-34.90971485
759,c1c(cn[nH]1)N,-42.82335345
760,c1c(nn[nH]1)N,-37.81564455
761,c1c(con1)N,-39.56427457
762,c1c(nno1)N,-34.66312539
763,c1nc([nH]n1)N,-38.66080257
764,c1nc(on1)N,-35.64853083
765,c1c[nH]nc1N,-43.0486092
766,c1[nH]nc(n1)N,-38.68798673
767,c1c(n[nH]n1)N,-37.99888593
768,c1(n[nH]nn1)N,-33.01057873
769,c1conc1N,-39.84411632
770,c1nc(no1)N,-35.52937223
771,c1c(non1)N,-34.30804419
772,c1(nnon1)N,-29.41070462
773,c1[nH]c(=O)[nH]n1,-36.56936368
774,c1[nH]c(=O)on1,-33.43409654
775,c1(=O)[nH]nn[nH]1,-30.84523376
776,c1(=O)[nH]nno1,-27.77810389
777,c1noc(=O)o1,-30.70044204
778,c1(=O)onno1,-24.59203311
779,c1cn[nH]c1O,-40.45375991
780,c1c(cn[nH]1)O,-40.28828756
781,c1c(nn[nH]1)O,-35.34572268
782,c1nc([nH]n1)O,-36.20462244
783,c1c[nH]nc1O,-40.60295987
784,c1[nH]nc(n1)O,-36.16628162
785,c1c(n[nH]n1)O,-35.50213365
786,c1(n[nH]nn1)O,-30.44030132
787,c1conc1O,-37.35237093
788,c1nc(no1)O,-32.93006028
789,c1(nnon1)O,-26.75057525
790,CC#CC(=NO)C,-54.24230665
791,CC(=NO)CC#C,-53.81040775
792,CC(=NO)CC#N,-50.57034961
793,CC(=NO)CC=O,-52.7646747
794,CC(=NO)CCO,-57.23936724
795,CCCC(=NO)C,-64.757162
796,CC(=NO)COC,-57.00042417
797,CC(=NO)C(=NO)C,-58.05611659
798,CC(=NO)C(=O)N,-48.96885148
799,CC(C)C(=NO)C,-64.73376022
800,CC(O)C(C)=NO,-57.32434835
801,CC1CC(C1)=NO,-59.27423368
802,CN1CC(=NO)C1,-53.89432762
803,ON=C1CC(O)C1,-51.83268519
804,C#CC(=NO)C#C,-42.74479422
805,CCC(=NO)C#C,-53.7720125
806,C#CC(=NO)CO,-46.14899136
807,CCC(=NO)CC,-64.69705208
808,CCC(=NO)CO,-57.25057832
809,CC1CCC1=NO,-59.27134928
810,CC1NCC1=NO,-54.12067182
811,CC1OCC1=NO,-51.69733582
812,ON=C1CCC1O,-51.82038564
813,C1C=CCC1=NO,-54.93791097
814,C1CC(=NO)C=C1,-55.08504287
815,C1C(=NO)C=CN1,-50.16724033
816,C1CCC(=NO)C1,-60.02260085
817,C1COCC1=NO,-52.36015043
818,CC(=NO)C1CC1,-59.25219247
819,CC(=NO)C1CN1,-54.20535361
820,CC(=NO)C1CO1,-51.75273817
821,ON=C1CC2CC12,-53.6296426
822,ON=C1CC2NC12,-48.38356207
823,ON=C1CC2OC12,-46.00066217
824,ON=C1CN2CC12,-48.41292314
825,C#CC(F)(F)F,-29.52869313
826,C(#N)C(F)(F)F,-25.9790512
827,C(=O)C(F)(F)F,-28.43305442
828,C(C(F)(F)F)N,-35.8334049
829,C(C(F)(F)F)O,-33.26661054
830,CCC(F)(F)F,-40.96976917
831,Cc1cc([nH]c1)C,-64.14346391
832,Cc1cc(oc1)C,-61.44719784
833,Cc1cc(c[nH]1)N,-59.14484361
834,Cc1cc(co1)N,-56.45410145
835,Cc1cc(c[nH]1)O,-56.64463548
836,Cc1cc(co1)O,-53.91876343
837,Cc1cc([nH]c1)N,-59.1735516
838,Cc1cc([nH]c1)O,-56.69005126
839,Cc1c[nH]c(n1)O,-52.46494143
840,Cc1cc(oc1)N,-56.52806196
841,Cc1coc(n1)N,-52.26874743
842,Cc1coc(n1)O,-49.67038788
843,Cc1c[nH]c(n1)C,-59.73579298
844,Cc1coc(n1)C,-57.06388109
845,Cc1nc(co1)N,-52.16869121
846,Cc1[nH]cc(n1)O,-52.42839655
847,Cc1nc(co1)O,-49.70211634
848,c1c(c[nH]c1N)N,-54.17708099
849,c1c(coc1N)N,-51.54413579
850,c1c(c[nH]c1N)O,-51.68204303
851,c1c(coc1N)O,-49.01347813
852,c1c(c[nH]c1O)N,-51.69521333
853,c1c(nc([nH]1)O)N,-47.55927517
854,c1c(nc(o1)O)N,-44.78809619
855,c1c(nc(o1)N)N,-47.37529908
856,c1c(nc([nH]1)N)O,-47.54177826
857,c1c(nc(o1)N)O,-44.91386716
858,c1c(c[nH]c1O)O,-49.1911684
859,c1c(nc([nH]1)O)O,-45.11993888
860,Cc1ccc([nH]1)C,-64.19062122
861,Cc1ccc(o1)C,-61.55068269
862,Cc1ccc([nH]1)N,-59.22416476
863,Cc1ccc(o1)N,-56.61443085
864,Cc1ccc([nH]1)O,-56.73168466
865,Cc1cnc(o1)C,-57.09751435
866,Cc1cnc(o1)N,-52.28978182
867,Cc1cnc([nH]1)O,-52.44480501
868,Cc1cnc(o1)O,-49.77961433
869,Cc1ncc(o1)N,-52.14357512
870,Cc1[nH]c(cn1)O,-52.2122022
871,c1cc([nH]c1N)N,-54.24807547
872,c1cc(oc1N)N,-51.65632828
873,c1cc([nH]c1N)O,-51.78906535
874,c1cc(oc1N)O,-49.15495006
875,c1c(oc(n1)N)N,-47.32240017
876,c1c([nH]c(n1)O)N,-47.45818492
877,c1c(oc(n1)O)N,-44.82488597
878,c1cc([nH]c1O)O,-49.23606716
879,c1c([nH]c(n1)O)O,-44.91261543
880,CC1=CNC(=N)O1,-51.96626581
881,Cc1c[nH]c(=O)[nH]1,-52.92486805
882,Cc1c[nH]c(=O)o1,-50.30150125
883,CC1=COC(=N)N1,-51.91415603
884,CC1=COC(=N)O1,-49.2500266
885,Cc1coc(=O)[nH]1,-50.24718735
886,Cc1coc(=O)o1,-47.5921193
887,NC1=CNC(=N)O1,-46.95771336
888,c1c([nH]c(=O)[nH]1)N,-47.91941769
889,c1c(oc(=O)[nH]1)N,-45.34348031
890,NC1=COC(=N)O1,-44.2976112
891,c1c([nH]c(=O)o1)N,-45.24649898
892,c1c(oc(=O)o1)N,-42.6346698
893,OC1=CNC(=N)O1,-44.44455261
894,c1c([nH]c(=O)[nH]1)O,-45.39471932
895,c1c(oc(=O)[nH]1)O,-42.8335033
896,OC1=COC(=N)N1,-44.37290507
897,OC1=COC(=N)O1,-41.75960648
898,c1c(oc(=O)o1)O,-40.09037924
899,Cc1ccn(c1)C,-63.87371758
900,Cn1ccc(c1)N,-58.88124704
901,Cn1ccc(c1)O,-56.38397774
902,Cc1cn(cn1)C,-59.41720223
903,Cn1cc(nc1)N,-54.51869257
904,Cn1cc(nc1)O,-52.09709809
905,N=C1C=COC=N1,-46.87556222
906,N=C1N=CNC=N1,-44.91054737
907,N=C1N=COC=N1,-42.1917775
908,c1c[nH]ccc1=O,-52.31813607
909,c1c[nH]cnc1=O,-47.67035199
910,c1coccc1=O,-49.42031537
911,c1cocnc1=O,-44.83574331
912,c1nc(=O)nco1,-40.20259894
913,N=C1NC=NC=N1,-45.23471645
914,N=C1OC=CC=C1,-51.63213737
915,N=C1OC=CC=N1,-46.77817272
916,N=C1OC=CN=C1,-46.61003365
917,N=C1OC=NC=C1,-47.03861277
918,N=C1OC=NC=N1,-42.26211889
919,c1cc[nH]c(=O)c1,-52.74214368
920,c1c[nH]c(=O)nc1,-47.93152675
921,c1cncc(=O)[nH]1,-47.68678766
922,c1cnc[nH]c1=O,-48.07302589
923,c1[nH]c(=O)ncn1,-43.34300904
924,c1ccoc(=O)c1,-49.84669036
925,c1cnc(=O)oc1,-45.02105275
926,c1coc(=O)cn1,-44.74564645
927,c1cncoc1=O,-45.2250292
928,c1ncoc(=O)n1,-40.47199153
929,Cc1ccccc1,-64.5865739
930,Cc1ccncc1,-59.72281316
931,Cc1cccnc1,-59.68681251
932,Cc1cnccn1,-54.78800352
933,Cc1cncnc1,-54.91592418
934,Cc1ccccn1,-59.75143952
935,Cc1ncccn1,-55.01744982
936,Cc1cnccn1,-54.78800352
937,Cc1ccncn1,-54.98740846
938,Cc1ncncn1,-50.33429095
939,c1ccc(cc1)N,-59.73345281
940,c1cc(cnc1)N,-54.85284822
941,c1cnc(cn1)N,-50.1523285
942,c1c(cncn1)N,-50.04810895
943,c1ccnc(c1)N,-55.11641758
944,c1cnc(nc1)N,-50.52643045
945,c1cnc(cn1)N,-50.15238293
946,c1cncnc1N,-50.44893246
947,c1ncnc(n1)N,-45.99078444
948,c1ccc(cc1)O,-57.24255097
949,c1cnccc1O,-52.43604295
950,c1cc(cnc1)O,-52.3222722
951,c1cnc(cn1)O,-47.72216245
952,c1c(cncn1)O,-47.49658017
953,c1ccnc(c1)O,-52.73457892
954,c1cnc(nc1)O,-47.99503809
955,c1cnc(cn1)O,-47.72216245
956,c1cncnc1O,-48.00657571
957,c1ncnc(n1)O,-43.34213827
958,Cc1cc[nH]c1C,-64.13565425
959,Cc1ccoc1C,-61.4248301
960,Cc1c(nc[nH]1)C,-59.64966899
961,Cc1c(ocn1)C,-56.98997501
962,Cc1c(cc[nH]1)N,-59.12848957
963,Cc1c(cco1)N,-56.42634584
964,Cc1c(nco1)N,-52.08308424
965,Cc1cc[nH]c1N,-59.17970137
966,Cc1ccoc1N,-56.48923133
967,Cc1c(ocn1)N,-52.04180458
968,Cc1c(cc[nH]1)O,-56.6738877
969,Cc1c(cco1)O,-53.92104919
970,Cc1c(nc[nH]1)O,-52.33957863
971,Cc1c(nco1)O,-49.62570681
972,Cc1cc[nH]c1O,-56.69168394
973,Cc1c([nH]cn1)O,-52.15873185
974,c1coc(c1N)N,-51.53082943
975,c1nc(c(o1)N)N,-47.10925349
976,c1c[nH]c(c1O)N,-51.67866882
977,c1coc(c1O)N,-48.92689155
978,c1[nH]c(c(n1)O)N,-47.35595179
979,c1nc(c(o1)N)O,-44.62314085
980,c1c[nH]c(c1N)O,-51.7192954
981,c1[nH]c(c(n1)N)O,-47.27695718
982,c1coc(c1N)O,-48.94792594
983,c1c[nH]c(c1O)O,-49.12175219
984,c1[nH]c(c(n1)O)O,-44.7692115
985,Cc1c[nH]cc1C,-64.07913623
986,Cc1c[nH]cc1N,-59.08497859
987,Cc1c[nH]cc1O,-56.58852563
988,Cc1cocc1C,-61.32934539
989,Cc1cocc1N,-56.34139194
990,c1c(c(c[nH]1)N)N,-54.12431814
991,c1c(c(c[nH]1)O)N,-51.62089907
992,c1c(c(co1)N)N,-51.37343885
993,c1c(c(c[nH]1)O)O,-49.10395595
994,Cc1cccn1C,-63.90936447
995,Cn1cccc1N,-58.95183334
996,Cn1cccc1O,-56.47921754
997,Cc1nccn1C,-59.44446803
998,Cn1ccnc1O,-52.2165016
999,Cc1cncn1C,-59.3704531
1000,Cn1cncc1O,-51.907843
1001,Cn1cc[nH]c1=O,-52.66853692
1002,CN1C=COC1=N,-51.66318555
1003,Cn1ccoc1=O,-49.97346815
1004,C#Cc1ccc[nH]1,-53.23905056
1005,C#Cc1ccco1,-50.38781572
1006,C#Cc1cnc[nH]1,-48.63983878
1007,C#Cc1cnco1,-45.82659102
1008,C#Cc1[nH]ccn1,-48.57589205
1009,C#Cc1ncco1,-45.74563718
1010,c1cc([nH]c1)C#N,-49.93659674
1011,c1cc(oc1)C#N,-47.00979592
1012,c1c([nH]cn1)C#N,-45.28581941
1013,c1c(ocn1)C#N,-42.38930485
1014,c1cnc([nH]1)C#N,-45.19596746
1015,c1coc(n1)C#N,-42.27444565
1016,C#Cc1cc[nH]c1,-53.19613822
1017,C#Cc1c[nH]cn1,-48.57338861
1018,C#Cc1ccoc1,-50.35137969
1019,C#Cc1cocn1,-45.77018184
1020,c1c[nH]cc1C#N,-49.96492378
1021,c1c(nc[nH]1)C#N,-45.28122069
1022,c1cocc1C#N,-47.04704829
1023,c1c(nco1)C#N,-42.39969959
1024,c1cc([nH]c1)C=O,-52.20675992
1025,c1cc(oc1)C=O,-49.33130697
1026,c1c([nH]cn1)C=O,-47.54128845
1027,c1c(ocn1)C=O,-44.72210861
1028,c1cnc([nH]1)C=O,-47.42721838
1029,c1coc(n1)C=O,-44.60474596
1030,c1c[nH]cc1C=O,-52.1822969
1031,c1c(nc[nH]1)C=O,-47.48147786
1032,c1cocc1C=O,-49.26570035
1033,c1c(nco1)C=O,-44.6349778
1034,c1ccn(c1)C=O,-52.28736001
1035,c1cn(cn1)C=O,-47.59780647
1036,CN=c1[nH]cco1,-51.49651589
1037,CN=c1occo1,-48.76590907
1038,CCc1ccc[nH]1,-63.97774665
1039,CCc1ccco1,-61.2700246
1040,CCc1cnco1,-56.75086867
1041,CCc1[nH]ccn1,-59.49864587
1042,CCc1ncco1,-56.80461114
1043,CNc1ccc[nH]1,-58.80837498
1044,CNc1ccco1,-56.16264043
1045,CNc1cnco1,-51.62397396
1046,CNc1ncco1,-51.86920285
1047,COc1ccc[nH]1,-56.19028719
1048,COc1ccco1,-53.57486611
1049,COc1cnc[nH]1,-51.68182534
1050,COc1cnco1,-48.99388595
1051,COc1[nH]ccn1,-51.95181657
1052,COc1ncco1,-49.22877452
1053,c1coc(n1)CN,-51.76762279
1054,c1cc([nH]c1)CO,-56.45001974
1055,c1cc(oc1)CO,-53.68839195
1056,c1c([nH]cn1)CO,-51.78599047
1057,c1c(ocn1)CO,-49.14205187
1058,c1cnc([nH]1)CO,-51.96939512
1059,c1coc(n1)CO,-49.26314248
1060,CCc1cc[nH]c1,-63.92460284
1061,CCc1c[nH]cn1,-59.4484681
1062,CCc1ccoc1,-61.15154628
1063,CCc1cocn1,-56.70224195
1064,CNc1cc[nH]c1,-58.75950336
1065,CNc1c[nH]cn1,-54.39327535
1066,CNc1ccoc1,-56.00862406
1067,CNc1cocn1,-51.66655976
1068,COc1cc[nH]c1,-56.17200114
1069,COc1c[nH]cn1,-51.81279367
1070,COc1ccoc1,-53.39173357
1071,COc1cocn1,-49.03032197
1072,c1c[nH]cc1CO,-56.4183457
1073,c1c(nc[nH]1)CO,-51.90003333
1074,c1cocc1CO,-53.61100281
1075,c1c(nco1)CO,-49.13775247
1076,CCn1cccc1,-63.80182513
1077,CCn1ccnc1,-59.25572995
1078,c1cc2n(c1)CC2,-57.89007279
1079,c1c2n(cn1)CC2,-53.24985347
1080,c1cn2c(n1)CC2,-53.3020721
1081,CC#CC(C)(C)C,-72.11666821
1082,CC#CC(C)(C)O,-64.69811332
1083,CC(C)(C)CC#C,-71.77443077
1084,CC(C)(C)CC#N,-68.57619651
1085,CC(C)(CC#C)O,-64.44093864
1086,CC(C)(CC#N)O,-61.23084022
1087,CC(C)(C)CC=O,-70.6324511
1088,CC(C)(C)NC=O,-66.50230896
1089,CC(C)(C)OC=O,-63.89488802
1090,CC(C)(CC=O)O,-63.3827972
1091,CC(C)(C)CCO,-75.069728
1092,CC(C)(CCO)O,-67.82235986
1093,CCCC(C)(C)C,-82.59750934
1094,CCCC(C)(C)O,-75.34782823
1095,CCOC(C)(C)C,-75.16749846
1096,CC(C)(C)COC,-74.98344074
1097,CC(C)(COC)O,-67.67511912
1098,CC(=O)C(C)(C)C,-70.94970849
1099,CC(=O)C(C)(C)O,-63.7187216
1100,CC(C)(C)C(=O)N,-66.76555178
1101,CC(C)([NH3+])C([O-])=O,-59.5269457
1102,CC(C)(C(=O)N)O,-59.25023325
1103,CC(C)C(C)(C)C,-82.50335799
1104,CC(C)C(C)(C)O,-75.26551383
1105,CC(O)C(C)(C)C,-75.21253328
1106,CC(O)C(C)(C)O,-67.96573658
1107,CC(=N)NC(=O)C,-57.43063597
1108,CC(=N)NC(=O)N,-52.90783373
1109,CC(=N)OC(C)=O,-54.76275137
1110,CC(=N)OC(N)=O,-50.48368139
1111,CC(=O)CC(=O)C,-59.33388101
1112,CC(=O)CC(=O)N,-55.18333034
1113,CC(=O)NC(=O)C,-55.32425804
1114,CC(=O)NC(=N)N,-52.99420263
1115,CC(=O)NC(=O)N,-50.84657225
1116,NC(=[NH2+])CC([O-])=O,-50.61894912
1117,C(C(=O)N)C(=O)N,-50.99212588
1118,C(=O)(N)NC(=O)N,-46.37481854
1119,CC(C)CC(=O)C,-71.03942439
1120,CC(C)CC(=O)N,-66.81790646
1121,CC(C)NC(=O)C,-66.8627508
1122,CC(C)NC(=O)N,-62.2850088
1123,CC(C)OC(=O)C,-64.41881579
1124,CC(C)OC(=O)N,-59.9681509
1125,CC([NH3+])CC([O-])=O,-59.52373476
1126,CC(O)CC(C)=O,-63.61719597
1127,CC(O)CC(N)=O,-59.57472887
1128,C[NH+](C)CC([O-])=O,-58.99463683
1129,CC(C)CC(C)C,-82.61650287
1130,CC(C)CC(C)O,-75.27400377
1131,CC(C)OC(C)C,-75.2329146
1132,CC(O)CC(C)O,-67.9375456
1133,CC1(C)CC(=N)O1,-60.9932033
1134,CC1(CC(=O)C1)C,-65.66493339
1135,CC1(CC(=O)N1)C,-61.52045086
1136,CC1(CC(=O)O1)C,-59.22329399
1137,CC1(CC(=O)C1)O,-58.31171301
1138,CC1(CC(C1)O)C,-69.89121331
1139,CC1(O)CC(O)C1,-62.56822476
1140,CC1CC(C1)(C)C,-77.29308762
1141,CC1CC(C)(C)O1,-70.11676838
1142,CC1CC(C)(O)C1,-70.00781404
1143,CC1(CN(C1)C)O,-64.67620817
1144,CC1(CC1(C)C)C,-77.20386153
1145,CC1(C)CC1(C)O,-69.88212471
1146,CC1(C(O1)(C)C)C,-70.11913577
1147,CC1(O)CC1(C)O,-62.55723137
1148,CC12CC(C)(C1)C2,-71.34487205
1149,CC12CC(C)(C1)O2,-63.78998818
1150,CC12CC(O)(C1)C2,-63.99908037
1151,OC12CC(O)(C1)C2,-56.56441635
1152,CC(C)(C#C)C#C,-60.70987849
1153,CC(C)(C#C)C#N,-57.45784735
1154,CC(C)(C#N)C#N,-54.11414109
1155,CC(N)(C#C)C#N,-52.42823329
1156,CC(C#N)(C#N)N,-49.05162848
1157,CC(C#C)(C#C)O,-53.26495578
1158,CC(O)(C#C)C#N,-49.96076044
1159,CC(C#N)(C#N)O,-46.54970603
1160,CC(C)(C=O)C#C,-59.7695623
1161,CC(C)(C=O)C#N,-56.48406117
1162,CC(O)(C=O)C#C,-52.3112516
1163,CC(O)(C=O)C#N,-48.9423204
1164,CC(C)(C=O)C=O,-58.68276729
1165,CC(C=O)(C=O)O,-51.43373925
1166,CC(C)(CO)C#C,-64.258051
1167,CC(C)(CO)C#N,-61.04740836
1168,CC(N)(CN)C#N,-58.50973017
1169,CC(N)(CO)C#N,-56.17945706
1170,CC(O)(CN)C#N,-56.13915702
1171,CC(O)(CO)C#C,-56.96785216
1172,CC(O)(CO)C#N,-53.60904359
1173,CCC(C)(C)C#C,-71.67753108
1174,CCC(C)(C)C#N,-68.48901128
1175,CCC(C)(N)C#N,-63.46513882
1176,CCC(C)(O)C#C,-64.35658338
1177,CCC(C)(O)C#N,-61.10512368
1178,CC(C)(C#N)NC,-63.22448144
1179,CC(C)(C#C)OC,-63.94128341
1180,CC(C)(C#N)OC,-60.70092595
1181,CC(C)(CO)C=O,-63.19601834
1182,CC(O)(CO)C=O,-55.91202369
1183,CCC(C)(C)C=O,-70.65617942
1184,CCC(C)(O)C=O,-63.33090511
1185,CC(C)(C=O)OC,-63.05664169
1186,CC(C)(CO)CO,-67.62344472
1187,CC(CO)(CO)O,-60.49020108
1188,CCC(C)(C)CC,-82.50090896
1189,CCC(C)(C)CO,-75.07764651
1190,CCC(C)(C)OC,-74.98471967
1191,CCC(C)(CC)O,-75.29748719
1192,CCC(C)(O)CO,-67.89430673
1193,CC(C)(CO)OC,-67.51574211
1194,CC#CCC(=O)C,-60.42127467
1195,CC#CCC(=O)N,-56.12585066
1196,CC#CCC(C)C,-72.10937556
1197,CC#CCC(C)O,-64.73468541
1198,CC(=O)C#CC#C,-49.54916122
1199,CC(=O)C#CC#N,-45.98444419
1200,C#CC#CC(=O)N,-45.28941131
1201,C(#CC(=O)N)C#N,-41.73187809
1202,CC(=O)C#CC=O,-48.10257744
1203,C(=O)C#CC(=O)N,-43.84220167
1204,CC(=N)OCC#C,-54.96629243
1205,CC(=N)OCC#N,-51.49314168
1206,CC(=O)CCC#C,-60.15569168
1207,CC(=O)CCC#N,-56.9296746
1208,CC(=O)NCC#C,-55.74565336
1209,CC(=O)NCC#N,-52.45005681
1210,CC(=O)OCC#C,-53.20764863
1211,CC(=O)OCC#N,-49.87586096
1212,C#CCCC(=O)N,-55.93417375
1213,C(CC(=O)N)C#N,-52.7146602
1214,C#CCNC(=O)N,-51.19357168
1215,C(C#N)NC(=O)N,-47.93013897
1216,C#CCOC(=O)N,-48.76204505
1217,C(C#N)OC(=O)N,-45.45765923
1218,CC(=N)OCC=O,-53.95884579
1219,CC(=O)CCC=O,-59.03199804
1220,CC(=O)CNC=O,-54.89989669
1221,CC(=O)COC=N,-53.79141421
1222,CC(=O)COC=O,-51.97978987
1223,CC(=O)NCC=O,-54.70737622
1224,CC(=O)OCC=O,-52.17851452
1225,C(CC(=O)N)C=O,-54.80016701
1226,C(C(=O)N)NC=O,-50.65639197
1227,NC(=O)COC=N,-49.5398005
1228,C(C(=O)N)OC=O,-47.733047
1229,C(C=O)NC(=O)N,-50.1693084
1230,C(C=O)OC(=O)N,-47.74678874
1231,[O-]C(=O)CNC=[NH2+],-50.05461246
1232,CC(C)C#CC#C,-61.37375435
1233,CC(C)C#CC#N,-57.95421
1234,CC(O)C#CC#C,-53.88004165
1235,CC(O)C#CC#N,-50.41568017
1236,CC(C)C#CC=O,-60.07073777
1237,CC(O)C#CC=O,-52.49043848
1238,CC(C)CCC#C,-71.72498771
1239,CC(C)CCC#N,-68.5204132
1240,CC(C)NCC#N,-63.30026511
1241,CC(C)OCC#C,-64.07766681
1242,CC(C)OCC#N,-60.80084611
1243,CC(O)CCC#C,-64.39476094
1244,CC(O)CCC#N,-61.19241776
1245,CN(C)CCC#N,-63.13120085
1246,CC(C)CCC=O,-70.64548535
1247,CC(C)CNC=O,-66.47169617
1248,CC(C)COC=O,-63.81423351
1249,CC(C)OCC=O,-63.09266955
1250,CC(O)CCC=O,-63.30782987
1251,CC(O)CNC=O,-59.1486532
1252,CC(O)COC=N,-58.19307142
1253,CC(O)COC=O,-56.38144708
1254,CC(=O)NC=NC,-57.20279515
1255,CN=CNC(=O)N,-52.70736755
1256,CC(=O)OC=NC,-54.52037967
1257,CN=COC(=O)N,-50.14223308
1258,NC=[NH+]CC([O-])=O,-50.05425872
1259,CC(C)OC=NC,-65.61764002
1260,CC(=O)C#CCO,-52.62788313
1261,CCC#CC(=O)C,-60.34810329
1262,CCC#CC(=O)N,-56.11896618
1263,C(C#CC(=O)N)O,-48.36769784
1264,[NH3+]CC#CC([O-])=O,-48.35107169
1265,CC(C)C#CCO,-64.41805387
1266,CC(O)C#CCO,-57.00973046
1267,CCC#CC(C)C,-72.08295332
1268,CCC#CC(C)O,-64.66301065
1269,CC(C)N=COC,-65.51410075
1270,CC(=N)OCCO,-58.46959339
1271,CC(=O)CCCO,-63.51085392
1272,CC(=O)NCCO,-59.28783937
1273,CC(=O)OCCO,-56.79027074
1274,CCCCC(=O)C,-71.04821366
1275,CCCCC(=O)N,-66.80087214
1276,CCCNC(=O)C,-66.77298048
1277,CCCNC(=O)N,-62.21714363
1278,CCCOC(=O)C,-64.29900412
1279,CCCOC(=O)N,-59.84297858
1280,CC[NH2+]CC([O-])=O,-59.24147119
1281,CCOCC(=O)C,-63.28486347
1282,CCOCC(=O)N,-58.99953488
1283,C[NH2+]CCC([O-])=O,-59.24498146
1284,CC(=O)CCOC,-63.32037431
1285,COCCC(=O)N,-59.10987699
1286,C(CC(=O)N)CO,-59.2666145
1287,C(CO)NC(=O)N,-54.74669666
1288,C(COC(=O)N)O,-52.34406851
1289,[NH3+]CCCC([O-])=O,-59.39173239
1290,CC(C)CCCO,-75.11342946
1291,CC(C)OCCO,-67.71555522
1292,CC(O)CCCO,-67.7568893
1293,CCCCC(C)C,-82.63508824
1294,CCCCC(C)O,-75.28777273
1295,CCCOC(C)C,-75.16600184
1296,CCOCC(C)C,-75.11511657
1297,CCOCC(C)O,-67.75827708
1298,CC(C)CCOC,-74.91375241
1299,COCCC(C)O,-67.57128052
1300,CC1(CCC1=O)C,-65.68692018
1301,CC1(CNC1=O)C,-61.42014974
1302,CC1(C)COC1=N,-60.76070933
1303,CC1(COC1=O)C,-58.9845142
1304,CC1(C(=O)CN1)C,-60.57801218
1305,CC1(C(=O)CO1)C,-58.21519427
1306,CC1(N)COC1=O,-53.96545815
1307,CC1(O)CCC1=O,-58.28765816
1308,CC1(O)CNC1=O,-54.00801674
1309,CC1(O)COC1=N,-53.35924319
1310,CC1(O)COC1=O,-51.53570026
1311,CC1(C)CCC1O,-69.88650574
1312,CC1(C)OCC1O,-62.51978852
1313,CC1(O)CCC1O,-62.59701439
1314,CC1CCC1(C)C,-77.24388946
1315,CC1CCC1(C)O,-69.97464338
1316,CC1COC1(C)C,-69.92832962
1317,CC1OCC1(C)C,-69.8361647
1318,CC1OCC1(C)O,-62.50656379
1319,CC1(C)CC1C#C,-66.42867499
1320,CC1(C)CC1C#N,-63.21468534
1321,CC1(C)NC1C#C,-61.36719641
1322,CC1(C)NC1C#N,-58.10664811
1323,CC1(C)OC1C#C,-59.04718199
1324,CC1(C)OC1C#N,-55.73087758
1325,CC1(O)CC1C#C,-59.00807925
1326,CC1(O)CC1C#N,-55.77626615
1327,CC1(C)CC1C=O,-65.36541781
1328,CC1(CN1C=O)C,-60.67368737
1329,CC1(C)NC1C=O,-60.33422549
1330,CC1(C)OC1C=O,-57.92474008
1331,CC1(O)CC1C=O,-57.92604622
1332,CC1(C)CC1CO,-69.6751278
1333,CC1(C)NC1CO,-64.81493174
1334,CC1(C)OC1CO,-62.49706702
1335,CC1(O)CC1CO,-62.27006975
1336,CCC1CC1(C)C,-77.21871894
1337,CCC1CC1(C)O,-69.82024605
1338,CCC1OC1(C)C,-70.01548765
1339,CCN1CC1(C)C,-72.05144255
1340,COC1CC1(C)C,-69.5346899
1341,COC1CC1(C)O,-62.11224379
1342,CC1(CC=CC1)C,-72.83597363
1343,CC1(CN=CO1)C,-61.29421551
1344,CC1(O)CC=CC1,-65.52133898
1345,CC1(CCC=C1)C,-72.84198735
1346,CC1(COC=N1)C,-61.18702991
1347,CC1(C=CCO1)C,-65.46027666
1348,CC1(O)CCC=C1,-65.52637308
1349,CC1(CCCC1)C,-77.87734301
1350,CC1(CCCO1)C,-70.56336142
1351,CC1(CCOC1)C,-70.37046
1352,CC1(COCO1)C,-63.1251055
1353,CC1(OCCO1)C,-63.27261835
1354,CC1(CCCC1)O,-70.63236946
1355,CC1(O)CCOC1,-63.01974307
1356,CC1(C)C(O)C1O,-62.33099602
1357,CC1(O)C(O)C1O,-54.90403281
1358,CC1C(C)C1(C)C,-77.20647382
1359,CC1C(C)C1(C)O,-69.82079028
1360,CC1C(O)C1(C)C,-69.79698032
1361,CC1C(O)C1(C)O,-62.40637152
1362,CC1N(C)C1(C)C,-71.98452978
1363,C#CCC(=O)C#C,-48.90449659
1364,C#CCC(=O)C#N,-45.42144089
1365,C#CC(=O)CC#N,-45.60381151
1366,C(C#N)C(=O)C#N,-42.04331225
1367,C#CCC(=O)C=O,-47.77021773
